doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,numberOfWordsContainingLettersAndNumbers,numberOfWordsContainingOnlyLetters,numberOfWordsContainingOnlyUppercaseLetters,class label
False,True,148,9,0,8,4,spam
False,False,63,0,0,13,0,ham
False,False,147,8,0,24,0,ham
False,True,135,1,0,24,2,spam
False,False,154,7,0,31,2,ham
False,False,70,1,0,11,1,ham
False,False,159,10,0,24,0,ham
False,False,24,2,0,4,1,ham
False,False,85,2,0,14,1,ham
False,False,49,3,1,9,0,ham
False,False,26,0,0,7,0,ham
False,False,48,1,0,8,1,ham
False,False,35,1,0,8,0,ham
False,False,24,3,0,5,1,ham
False,True,167,10,2,16,4,spam
False,False,49,0,0,12,0,ham
False,True,132,3,0,19,2,spam
False,False,48,1,0,10,0,ham
False,False,80,6,0,16,1,ham
False,False,39,1,1,6,1,ham
False,True,122,1,3,17,7,spam
False,False,29,1,0,5,0,ham
False,False,32,3,0,6,1,ham
False,False,75,4,0,11,0,ham
False,True,141,6,3,13,3,spam
False,False,25,2,0,3,0,ham
False,False,60,4,0,8,0,ham
False,False,154,9,0,28,0,ham
False,False,230,10,0,34,0,ham
False,False,27,2,0,3,0,ham
False,False,94,2,0,15,0,ham
False,False,87,5,1,15,1,ham
False,False,116,4,0,20,0,ham
False,False,126,13,0,19,2,ham
False,False,28,4,0,4,0,ham
False,False,160,4,0,28,0,ham
False,False,60,1,0,13,1,ham
False,False,153,10,0,25,3,ham
False,False,55,5,0,7,0,ham
False,True,157,11,3,16,0,spam
False,False,22,2,0,2,0,ham
False,False,42,0,0,9,1,ham
False,False,36,5,0,5,0,ham
False,False,34,1,0,7,1,ham
False,False,77,3,0,14,1,ham
False,False,147,2,0,34,1,ham
False,True,152,7,1,22,1,spam
False,False,55,2,0,10,0,ham
False,False,54,1,0,12,1,ham
False,False,34,1,0,6,0,ham
False,False,22,5,0,3,0,ham
False,False,111,9,0,9,1,ham
False,False,159,15,0,28,1,ham
False,False,89,8,0,15,2,ham
False,False,153,9,1,23,0,ham
False,False,67,1,0,13,0,ham
False,True,146,10,0,19,3,spam
False,False,48,3,0,7,0,ham
False,False,57,1,0,11,2,ham
False,False,161,4,0,28,1,ham
False,False,139,3,0,24,0,ham
False,True,160,5,0,20,0,spam
False,False,158,9,0,30,2,ham
False,False,90,7,0,16,1,ham
False,False,29,3,0,5,1,ham
False,False,22,2,0,1,0,ham
False,True,161,13,5,10,3,spam
False,False,38,2,0,7,0,ham
False,True,144,3,0,20,0,spam
False,False,92,2,0,19,0,ham
False,False,84,1,0,15,0,ham
False,False,74,0,0,11,0,ham
False,False,40,2,0,7,1,ham
False,False,63,9,0,7,0,ham
False,True,154,2,0,25,3,spam
False,False,134,6,0,15,0,ham
False,False,35,1,0,6,1,ham
False,False,35,1,0,6,0,ham
True,True,112,12,0,12,1,spam
False,False,54,2,0,8,0,ham
False,False,27,1,0,6,0,ham
False,True,157,2,4,17,2,spam
False,False,111,4,0,16,0,ham
False,False,157,13,0,24,2,ham
False,False,124,8,0,19,0,ham
False,False,22,2,0,2,0,ham
False,False,77,5,0,11,0,ham
False,False,37,0,0,7,0,ham
False,False,71,3,0,11,0,ham
False,False,74,3,0,13,0,ham
False,False,28,3,0,6,0,ham
False,False,34,0,0,6,0,ham
False,False,35,2,0,7,1,ham
False,False,67,5,1,8,0,ham
False,False,41,3,0,6,1,ham
False,True,144,6,4,13,5,spam
False,False,33,2,0,4,0,ham
False,False,83,1,0,15,2,ham
False,False,38,3,0,4,0,ham
False,False,61,3,0,11,0,ham
False,False,32,0,0,6,0,ham
False,False,62,0,0,13,0,ham
False,False,79,9,0,11,0,ham
False,False,22,2,0,2,0,ham
False,False,158,7,0,15,0,ham
False,False,37,5,0,6,0,ham
False,False,23,2,0,3,0,ham
False,False,43,1,0,7,0,ham
False,True,149,4,3,14,1,spam
False,False,108,7,0,16,0,ham
True,True,158,6,4,19,3,spam
True,True,155,6,2,21,2,spam
False,True,148,11,1,21,1,spam
False,False,23,0,0,5,1,ham
False,False,81,1,0,14,0,ham
False,False,154,11,0,28,2,ham
False,False,85,3,0,14,2,ham
False,False,54,2,0,7,0,ham
True,True,157,9,2,16,20,spam
False,False,22,2,0,3,0,ham
False,False,34,3,0,5,0,ham
False,False,69,5,0,13,2,ham
False,False,74,5,0,10,2,ham
False,False,102,9,0,11,0,ham
False,False,22,0,0,5,0,ham
False,True,72,2,0,8,0,spam
False,False,32,1,0,5,1,ham
False,False,77,3,0,14,1,ham
False,False,26,2,0,5,1,ham
False,False,29,0,0,7,0,ham
False,False,52,2,0,8,0,ham
False,False,60,2,0,8,0,ham
False,False,44,3,0,9,0,ham
False,False,77,2,0,15,2,ham
False,False,263,23,0,41,2,ham
False,False,65,2,0,11,1,ham
False,False,31,0,0,6,0,ham
False,False,73,2,0,11,0,ham
False,False,114,7,0,17,0,ham
False,False,131,5,0,20,0,ham
False,False,31,4,0,5,0,ham
False,False,24,0,0,5,0,ham
False,False,71,3,0,12,0,ham
False,False,23,1,0,4,0,ham
False,False,79,2,0,15,1,ham
False,False,24,2,0,3,0,ham
False,False,97,8,0,16,1,ham
False,False,71,5,0,12,2,ham
False,True,157,3,0,27,3,spam
True,True,160,5,4,17,4,spam
False,False,38,1,0,5,0,ham
False,False,44,1,0,8,0,ham
False,False,88,3,1,15,0,ham
False,False,155,6,0,26,2,ham
False,False,36,3,0,4,0,ham
False,True,135,7,1,17,0,spam
False,False,7,3,0,0,0,ham
False,False,71,4,0,11,0,ham
False,False,27,1,1,3,0,ham
False,False,49,0,0,9,0,ham
False,True,105,2,0,14,1,spam
False,True,74,2,0,12,1,spam
False,False,46,2,0,7,0,ham
False,False,23,1,0,4,0,ham
False,False,183,8,0,30,1,ham
False,False,118,5,0,17,3,ham
False,False,92,10,0,16,1,ham
False,False,38,3,0,3,0,ham
False,True,157,2,1,25,2,spam
False,False,87,4,0,14,1,ham
True,True,152,9,1,16,6,spam
False,False,29,1,0,7,2,ham
False,False,154,8,0,28,1,ham
False,False,45,1,0,9,0,ham
False,False,24,0,0,5,0,ham
False,False,69,2,0,11,0,ham
False,False,141,13,0,20,0,ham
False,False,114,3,0,20,1,ham
False,False,132,7,0,23,0,ham
False,False,85,4,0,14,0,ham
False,False,75,0,0,14,14,ham
False,False,32,1,0,6,0,ham
False,False,37,1,0,6,0,ham
False,False,122,1,0,23,0,ham
True,True,136,12,4,14,6,spam
False,False,19,1,0,3,0,ham
False,False,106,4,0,18,0,ham
False,False,67,5,0,10,0,ham
False,False,51,3,0,7,0,ham
False,False,40,1,0,7,0,ham
False,False,40,3,0,4,0,ham
False,False,28,4,0,2,0,ham
True,True,163,10,0,19,1,spam
False,True,158,6,2,19,2,spam
False,False,152,6,0,28,0,ham
False,False,17,3,0,3,1,ham
False,False,138,6,0,17,0,ham
False,False,60,2,0,10,1,ham
False,False,28,0,0,6,1,ham
False,False,142,4,0,24,1,ham
False,False,139,16,0,28,1,ham
False,False,80,0,0,16,0,ham
False,False,34,4,0,2,0,ham
False,False,290,9,0,50,1,ham
False,False,25,4,0,3,0,ham
False,False,5,2,0,0,1,ham
False,False,63,0,0,13,1,ham
False,True,74,3,2,10,3,spam
True,True,155,7,1,18,5,spam
False,True,81,0,0,12,1,spam
False,True,138,8,0,16,0,spam
False,True,162,12,5,10,3,spam
False,False,153,11,0,31,9,ham
False,False,104,6,0,13,0,ham
False,False,82,1,0,15,1,ham
False,False,74,2,0,15,1,ham
False,False,15,4,0,1,0,ham
False,False,77,5,0,8,0,ham
False,False,37,0,0,8,0,ham
False,False,129,5,0,24,0,ham
False,False,54,1,0,8,1,ham
False,False,63,4,0,10,0,ham
False,False,66,2,0,13,0,ham
False,True,134,3,3,17,7,spam
False,False,329,9,1,52,0,ham
False,False,40,3,0,8,1,ham
False,False,86,6,0,15,1,ham
False,False,82,3,0,11,0,ham
False,False,24,2,0,4,0,ham
False,False,111,6,0,16,2,ham
False,False,156,3,1,34,37,ham
False,False,36,5,0,4,0,ham
False,False,35,1,0,5,0,ham
False,False,112,1,0,25,2,ham
False,False,72,8,0,10,1,ham
False,False,61,3,0,12,1,ham
False,False,27,0,0,5,0,ham
False,False,30,0,0,7,1,ham
False,False,46,1,0,8,0,ham
False,False,32,0,0,4,0,ham
False,False,43,1,0,8,0,ham
False,True,161,10,5,12,2,spam
False,False,154,18,4,8,1,ham
False,False,55,1,0,11,0,ham
False,False,27,3,0,3,0,ham
False,False,35,0,0,7,7,ham
False,False,39,5,0,5,3,ham
False,False,70,4,0,12,1,ham
False,False,115,4,0,18,1,ham
False,False,68,7,0,10,0,ham
False,False,29,0,0,7,0,ham
False,False,27,1,0,5,0,ham
False,False,34,1,0,6,0,ham
False,False,66,7,0,10,1,ham
False,False,21,2,0,4,1,ham
False,False,139,10,0,19,3,ham
False,False,150,9,0,23,0,ham
False,False,49,3,0,6,0,ham
False,False,19,3,0,2,0,ham
False,False,40,2,1,6,1,ham
False,True,145,3,0,19,2,spam
False,False,113,7,0,21,0,ham
False,False,44,6,0,8,1,ham
False,False,51,2,0,9,0,ham
False,False,156,3,0,28,0,ham
False,False,33,2,0,5,0,ham
False,False,157,2,0,26,0,ham
True,True,163,9,2,16,6,spam
False,False,32,3,0,4,1,ham
False,False,46,2,0,7,0,ham
False,False,142,4,2,25,31,ham
False,True,126,3,4,15,5,spam
False,False,36,3,0,6,1,ham
False,False,117,5,0,17,0,ham
False,False,90,5,1,13,0,ham
False,False,52,2,0,8,1,ham
False,False,180,15,0,21,0,ham
False,False,39,1,0,7,0,ham
False,False,87,3,0,10,0,ham
False,False,47,3,0,9,1,ham
False,False,70,1,0,13,1,ham
False,False,121,3,0,21,1,ham
False,False,14,3,0,1,0,ham
False,True,135,4,0,19,3,spam
False,False,142,3,0,21,0,ham
False,True,133,13,1,16,6,spam
False,False,23,2,0,2,0,ham
False,False,64,3,0,12,3,ham
True,True,146,8,1,17,3,spam
True,True,144,9,3,18,3,spam
False,False,25,1,1,5,0,ham
False,False,45,2,0,7,0,ham
False,False,36,1,0,7,0,ham
False,False,101,2,0,16,0,ham
False,False,38,0,0,7,0,ham
False,False,142,3,0,25,0,ham
False,False,51,4,0,10,0,ham
False,False,163,3,0,28,1,ham
False,True,156,3,1,22,3,spam
False,False,146,8,0,21,1,ham
False,False,27,4,0,3,0,ham
False,False,41,3,0,4,0,ham
False,False,25,8,0,1,1,ham
False,False,151,9,0,25,1,ham
False,False,85,4,0,14,0,ham
False,False,30,1,0,5,0,ham
False,True,72,6,0,9,1,spam
False,False,60,5,0,9,3,ham
False,False,74,4,0,10,0,ham
False,False,61,4,0,12,1,ham
False,False,22,1,0,4,0,ham
False,False,408,6,0,64,0,ham
False,False,56,2,0,9,1,ham
False,False,31,3,0,5,0,ham
False,False,45,0,0,10,0,ham
False,False,138,7,1,17,2,ham
False,False,22,0,0,4,0,ham
False,False,38,7,0,3,0,ham
False,False,53,3,0,11,0,ham
False,True,132,3,0,21,3,spam
False,False,93,8,0,15,0,ham
False,False,283,8,0,42,2,ham
False,False,81,2,0,14,3,spam
False,False,36,0,0,10,0,ham
False,False,60,0,0,12,0,ham
False,False,36,3,0,6,0,ham
False,False,154,8,0,28,1,ham
False,False,103,2,0,18,0,ham
False,False,65,3,0,12,1,ham
False,False,149,4,0,26,1,ham
False,False,200,9,1,31,1,ham
False,False,26,1,0,5,0,ham
False,False,124,5,0,19,1,ham
False,False,31,1,1,7,0,ham
False,False,65,10,0,7,0,ham
False,False,39,7,0,6,1,ham
False,False,83,7,0,10,0,ham
False,False,42,2,0,6,0,ham
False,False,35,3,0,5,0,ham
False,False,23,1,0,4,0,ham
False,False,41,1,0,8,0,ham
False,False,72,6,0,12,0,ham
False,False,66,4,0,11,0,ham
False,False,43,5,0,7,1,ham
False,False,46,2,1,6,0,ham
False,False,116,7,0,19,0,ham
False,False,56,1,0,12,0,ham
False,False,55,3,0,8,0,ham
False,True,137,10,1,15,0,spam
False,False,166,14,0,15,0,ham
False,False,29,1,0,6,0,ham
False,False,96,2,0,19,0,ham
False,False,36,2,0,7,0,ham
False,False,49,2,0,9,0,ham
False,False,61,3,0,7,1,ham
False,False,39,0,0,8,0,ham
False,False,141,2,0,30,1,ham
False,False,30,0,0,5,5,ham
False,False,30,2,0,3,0,ham
False,False,31,1,0,5,0,ham
False,False,73,0,0,14,0,ham
False,False,25,2,0,4,1,ham
False,True,161,10,6,14,4,spam
False,False,29,1,0,5,0,ham
False,False,379,15,0,64,2,ham
False,False,69,3,0,9,0,ham
False,False,26,5,0,4,1,ham
False,False,36,3,0,5,0,ham
False,False,275,30,1,40,2,ham
False,False,67,2,0,11,0,ham
False,False,50,1,0,9,1,ham
False,False,89,10,0,13,2,ham
False,True,149,6,1,19,1,spam
False,False,237,6,0,42,0,ham
False,False,236,6,0,43,0,ham
False,False,95,4,0,13,1,ham
False,False,85,3,0,15,0,ham
False,False,44,0,1,7,0,ham
False,False,97,3,0,12,15,ham
False,False,23,1,0,5,0,ham
False,False,145,16,0,26,3,ham
False,False,26,0,0,5,0,ham
False,False,160,4,0,32,0,ham
False,False,97,2,0,17,1,ham
False,False,39,12,0,2,1,ham
False,True,47,2,0,6,0,spam
False,False,24,1,0,5,1,ham
False,True,65,3,1,6,1,spam
False,False,33,2,0,4,0,ham
False,False,76,3,1,14,0,ham
False,False,49,3,0,7,0,ham
False,False,15,1,0,2,1,ham
False,False,22,0,0,2,0,ham
False,False,51,5,0,8,1,ham
False,False,28,4,0,3,0,ham
False,False,69,2,0,12,0,ham
False,False,159,3,0,24,0,ham
False,False,44,4,0,6,0,ham
False,False,24,1,0,3,0,ham
False,False,20,2,0,2,0,ham
False,False,126,3,0,18,0,ham
False,False,41,2,1,8,0,ham
False,False,40,0,0,9,0,ham
False,False,162,7,0,24,0,ham
False,False,171,9,0,21,0,ham
False,False,28,0,0,5,0,ham
False,False,62,9,0,7,1,ham
False,False,71,2,0,14,1,ham
False,False,109,3,0,19,0,ham
False,False,135,2,0,25,3,ham
False,False,2,0,0,1,0,ham
False,True,125,8,3,11,3,spam
True,True,158,10,4,12,6,spam
False,False,17,1,0,3,0,ham
False,False,21,2,0,2,0,ham
False,False,25,1,0,5,0,ham
False,False,23,1,0,2,0,ham
False,False,74,5,0,10,0,ham
False,True,73,2,1,10,0,spam
False,False,26,1,0,4,0,ham
False,False,149,10,0,27,1,ham
False,False,24,1,0,4,0,ham
False,False,30,1,0,4,1,ham
False,False,62,2,0,10,0,ham
False,False,132,9,0,20,4,ham
False,False,43,2,0,7,0,ham
False,True,51,0,0,11,0,spam
False,False,42,5,0,6,0,ham
False,False,58,1,0,10,0,ham
False,True,161,10,5,12,2,spam
False,False,125,10,0,11,0,ham
False,False,94,4,0,15,2,ham
False,False,104,4,2,17,0,ham
False,False,94,2,0,20,1,ham
False,False,39,4,0,6,0,ham
False,False,26,0,1,5,6,ham
False,False,60,2,0,11,4,ham
False,False,22,4,0,2,1,ham
False,False,158,2,0,31,0,ham
False,True,163,11,3,20,6,spam
False,False,58,5,0,8,0,ham
False,False,120,4,0,21,24,ham
False,False,47,2,0,6,0,ham
False,False,110,7,0,17,2,ham
False,False,205,4,0,37,3,ham
False,False,73,3,0,12,1,ham
False,True,160,3,1,27,1,spam
False,False,31,2,0,5,1,ham
False,False,29,0,0,7,7,ham
False,False,152,7,0,22,0,ham
False,False,42,2,0,7,0,ham
False,False,48,4,0,8,0,ham
False,False,137,5,0,23,0,ham
False,False,105,7,0,12,0,ham
False,False,155,8,0,23,0,ham
False,True,143,4,4,20,2,spam
False,False,45,1,0,7,0,ham
False,False,35,1,0,6,0,ham
False,False,78,11,0,13,2,ham
False,False,159,6,0,29,3,ham
False,False,126,6,1,17,0,ham
False,False,49,1,0,9,0,ham
False,False,73,1,0,13,0,ham
False,False,164,8,1,34,0,ham
False,False,50,3,0,6,0,ham
False,False,139,8,3,21,5,ham
False,False,120,12,0,21,1,ham
False,False,54,1,0,9,0,ham
False,False,151,5,7,20,2,ham
False,False,23,0,0,5,0,ham
False,False,52,2,0,10,2,ham
False,False,90,3,0,15,17,ham
False,False,23,3,0,3,0,ham
False,False,24,4,0,1,0,ham
False,False,156,4,0,27,1,ham
False,False,25,1,0,5,0,ham
False,False,73,8,0,9,0,ham
False,False,34,0,0,7,0,ham
False,False,158,17,0,17,3,ham
False,False,208,15,0,35,0,ham
False,False,56,0,0,11,0,ham
False,False,112,3,0,22,0,ham
False,False,35,0,0,7,2,ham
False,True,156,7,3,21,6,spam
False,False,34,1,0,3,3,ham
False,False,30,1,0,7,1,ham
False,True,146,8,5,8,3,spam
False,False,24,6,0,3,0,ham
False,False,46,7,0,5,1,ham
False,True,115,1,1,15,2,spam
False,True,159,7,0,20,3,spam
False,True,152,6,2,15,5,spam
False,False,34,2,0,6,0,ham
False,False,142,22,0,19,1,ham
False,False,75,2,0,13,0,ham
False,False,95,6,0,17,1,ham
True,True,127,11,3,12,2,spam
False,False,77,3,0,12,1,ham
False,True,158,5,1,19,2,spam
False,True,159,12,6,15,4,spam
False,False,79,2,0,17,1,ham
False,False,229,5,0,48,5,ham
False,False,44,1,0,7,0,ham
False,False,117,6,0,21,0,ham
False,True,156,6,3,19,7,spam
False,False,70,1,0,13,0,ham
False,False,53,3,0,10,0,ham
False,False,106,2,0,21,1,ham
False,False,30,0,0,7,0,ham
False,False,86,2,0,19,1,ham
False,False,38,4,0,6,0,ham
False,False,67,4,0,14,0,ham
False,False,39,1,0,7,0,ham
False,False,97,0,0,21,0,ham
False,True,144,7,2,15,1,spam
False,False,30,2,0,5,0,ham
False,False,73,2,0,14,2,ham
False,False,35,2,0,6,7,ham
False,False,72,3,1,14,2,ham
False,False,134,20,0,17,0,ham
False,False,106,2,0,16,0,ham
False,False,35,5,0,6,0,ham
False,False,22,1,0,4,1,ham
False,False,31,1,0,6,0,ham
False,False,19,2,0,2,1,ham
False,False,54,2,0,10,1,ham
False,False,29,0,0,6,0,ham
False,False,101,4,0,15,0,ham
False,True,108,3,0,17,3,spam
False,False,22,3,0,3,1,ham
False,False,89,5,0,16,1,ham
False,False,75,9,0,10,0,ham
False,False,34,3,0,3,0,ham
False,False,27,0,0,6,6,ham
False,False,34,2,0,3,0,ham
False,False,37,1,0,6,0,ham
False,False,170,11,0,20,2,ham
False,False,52,2,0,7,1,ham
False,False,24,2,0,4,0,ham
False,False,54,7,0,11,2,ham
False,True,139,2,3,16,1,spam
False,True,166,2,1,22,0,spam
False,False,56,2,0,8,0,ham
False,False,41,2,0,5,0,ham
False,False,89,2,0,16,0,ham
False,False,34,2,0,6,0,ham
False,False,43,1,0,7,0,ham
False,False,43,2,0,7,0,ham
False,False,43,7,0,9,1,ham
False,False,26,1,0,6,1,ham
False,False,55,1,0,12,0,ham
False,False,66,4,0,9,0,ham
False,False,55,3,0,9,1,ham
False,False,49,0,0,9,0,ham
False,False,7,1,0,0,0,ham
True,True,143,7,0,14,0,spam
False,False,27,1,0,5,0,ham
False,False,28,0,0,6,0,ham
False,False,33,1,0,5,0,ham
False,True,155,0,0,27,0,spam
False,False,157,5,1,29,0,ham
False,False,38,2,0,6,0,ham
False,False,159,6,0,18,2,ham
False,False,135,15,0,15,4,ham
False,True,158,2,2,22,7,spam
False,False,22,1,0,4,0,ham
False,False,48,2,0,9,0,ham
False,False,32,1,0,6,0,ham
False,False,80,2,0,12,0,ham
False,False,26,2,0,3,1,ham
False,True,136,9,0,8,4,spam
False,False,106,6,0,17,2,ham
False,False,51,1,0,10,1,ham
False,False,56,2,0,10,0,ham
False,False,13,3,0,2,0,ham
False,False,33,1,0,6,0,ham
False,False,30,3,0,2,0,ham
False,False,31,1,0,4,0,ham
False,False,35,3,0,7,0,ham
False,False,24,4,0,1,0,ham
False,False,26,1,0,5,1,ham
False,False,49,0,2,8,10,ham
False,False,69,6,0,9,3,ham
False,False,59,3,0,9,1,ham
False,False,64,2,0,11,1,ham
False,True,152,5,1,19,0,spam
False,False,109,9,0,17,3,ham
False,False,25,2,0,3,0,ham
False,True,160,8,1,23,3,spam
False,False,24,3,0,4,1,ham
False,False,36,3,0,4,0,ham
False,False,55,1,0,11,0,ham
False,False,36,4,0,6,0,ham
False,False,66,4,0,8,0,ham
False,False,25,1,0,5,0,ham
False,False,37,1,0,7,0,ham
False,False,44,1,0,10,1,ham
False,False,160,14,0,27,3,ham
False,False,63,7,0,9,0,ham
False,False,33,1,0,6,0,ham
False,False,17,3,0,2,0,ham
False,False,40,3,0,6,0,ham
False,False,43,2,0,8,1,ham
False,False,10,0,0,3,0,ham
False,False,51,4,0,8,0,ham
False,False,154,6,0,24,0,ham
False,False,113,6,0,16,0,ham
False,False,147,4,0,26,0,ham
False,True,155,8,3,17,3,spam
False,False,50,1,0,11,1,ham
False,False,64,2,0,10,0,ham
False,False,26,3,0,3,0,ham
False,False,9,0,0,2,0,ham
True,True,132,10,1,18,2,spam
False,False,22,0,0,5,1,ham
False,False,10,3,0,0,0,ham
False,False,124,18,0,14,2,ham
False,False,32,1,0,6,0,ham
False,False,24,3,0,5,0,ham
False,False,95,5,0,14,0,ham
False,False,35,1,0,5,0,ham
False,False,59,3,1,9,0,ham
False,False,73,3,0,12,1,ham
False,False,88,12,1,12,0,ham
False,False,77,6,0,15,1,ham
False,False,64,3,0,11,1,ham
False,False,76,0,0,11,0,ham
False,False,55,6,0,11,2,ham
False,False,26,4,1,4,1,ham
False,False,112,6,0,18,1,ham
False,False,77,4,0,15,2,ham
False,False,53,2,0,8,0,ham
False,False,102,15,0,12,0,ham
False,False,79,7,0,10,2,ham
False,False,42,6,0,5,0,ham
False,False,59,10,0,6,0,ham
False,False,32,2,0,4,6,ham
False,True,153,7,3,18,6,spam
False,False,70,3,0,9,0,ham
False,False,70,1,0,15,0,ham
False,True,143,6,0,20,6,spam
False,False,124,10,0,18,5,ham
False,False,21,2,0,1,0,ham
False,False,77,3,0,13,1,ham
False,False,25,4,0,2,0,ham
False,False,36,3,0,5,1,ham
False,False,75,14,0,8,0,ham
False,True,154,8,1,18,1,spam
False,False,36,3,0,4,0,ham
False,False,48,1,0,6,0,ham
False,False,175,9,0,25,0,ham
False,False,237,7,2,40,2,ham
False,False,23,0,0,6,0,ham
False,False,101,6,0,14,1,ham
False,False,62,2,0,10,1,ham
False,False,37,3,0,5,0,ham
False,False,52,2,0,10,2,ham
False,False,20,4,0,2,0,ham
False,True,106,4,0,11,0,spam
False,False,42,1,0,9,0,ham
False,False,79,4,0,13,0,ham
False,False,133,8,1,21,1,ham
False,False,91,5,1,11,1,ham
False,False,99,2,0,21,2,ham
False,True,160,18,0,16,2,spam
False,False,62,0,0,13,2,ham
True,True,155,12,0,19,1,spam
False,False,34,4,0,7,0,ham
False,False,40,2,0,7,1,ham
False,False,157,12,1,22,0,ham
False,False,133,3,0,27,2,ham
False,True,144,4,3,15,2,spam
False,True,139,2,2,20,2,spam
False,False,56,3,0,8,0,ham
False,False,93,12,0,8,3,ham
False,False,31,1,0,6,0,ham
False,False,26,2,0,4,0,ham
False,False,83,6,0,7,0,ham
False,False,76,1,0,16,1,ham
False,False,22,1,0,3,0,ham
False,True,89,1,0,12,2,spam
False,False,42,1,0,7,0,ham
False,False,120,3,0,19,0,ham
False,False,62,2,0,11,12,ham
False,False,24,4,0,3,0,ham
True,False,158,10,0,23,0,ham
False,False,46,1,0,10,0,ham
False,False,61,3,0,9,1,ham
False,False,156,6,0,25,0,ham
False,False,53,4,0,8,0,ham
False,False,73,2,0,12,0,ham
False,False,87,1,0,20,21,ham
False,False,74,1,0,16,1,ham
False,False,58,0,0,13,0,ham
False,False,80,3,0,16,0,ham
False,False,32,2,0,5,0,ham
False,False,147,4,0,24,1,ham
False,False,51,2,0,11,0,ham
False,True,147,6,5,12,5,spam
False,False,45,0,0,9,0,ham
False,False,29,1,0,6,1,ham
False,False,157,10,0,21,0,ham
False,False,56,1,0,10,0,ham
False,False,68,4,0,10,0,ham
False,False,22,3,0,3,0,ham
False,False,22,3,0,4,0,ham
False,False,84,3,0,19,0,ham
False,False,43,2,0,7,0,ham
False,False,62,0,0,12,0,ham
False,True,136,2,2,18,5,spam
True,True,158,7,3,16,1,spam
False,False,46,2,0,8,1,ham
False,False,47,1,0,8,1,ham
False,False,151,4,0,28,0,ham
False,False,240,5,0,43,0,ham
False,False,45,2,0,5,0,ham
False,False,30,0,0,7,0,ham
False,False,114,2,0,17,1,ham
False,False,32,1,0,5,0,ham
False,False,43,1,0,10,0,ham
False,True,153,9,0,12,1,spam
False,False,110,5,0,18,0,ham
False,False,201,3,0,37,2,ham
False,False,151,3,0,27,0,ham
False,False,86,9,0,10,2,ham
False,False,46,2,0,8,0,ham
False,False,41,5,0,8,0,ham
False,False,84,2,0,14,2,ham
False,False,29,3,0,6,1,ham
False,False,98,9,0,9,0,ham
False,False,86,2,0,15,0,ham
False,False,15,2,0,1,0,ham
False,False,37,4,0,4,0,ham
False,True,69,3,0,8,0,spam
False,False,42,4,0,6,1,ham
False,True,152,6,2,20,1,spam
False,False,7,6,0,0,0,ham
False,False,111,13,0,18,0,ham
False,False,42,2,0,8,2,ham
False,False,29,1,0,5,1,ham
False,False,68,5,0,11,0,ham
False,False,62,1,0,11,0,ham
False,False,69,1,0,11,0,ham
False,False,139,15,0,15,0,ham
False,False,38,16,0,5,0,ham
False,False,46,2,0,8,0,ham
True,True,153,13,4,10,5,spam
False,False,29,1,0,5,1,ham
False,False,121,5,1,20,26,ham
False,False,33,2,0,4,0,ham
False,False,42,5,0,4,0,ham
False,False,89,2,0,18,1,ham
False,False,74,2,0,12,0,ham
False,True,135,9,0,8,4,spam
False,False,71,8,0,11,0,ham
False,False,45,2,0,6,0,ham
False,False,37,1,0,6,1,ham
False,True,136,3,1,20,4,spam
False,False,33,1,0,4,0,ham
False,False,54,0,0,12,0,ham
False,False,69,2,0,13,2,ham
False,False,43,2,0,5,0,ham
False,False,81,8,0,11,1,ham
False,False,53,3,0,8,0,ham
False,False,76,3,0,11,0,ham
False,False,22,0,0,5,1,ham
False,False,27,2,0,4,0,ham
False,False,109,2,0,21,0,ham
False,False,12,3,0,2,0,ham
False,False,44,2,0,7,1,ham
False,False,58,2,0,11,0,ham
False,False,5,3,0,0,0,ham
False,False,121,4,0,23,1,ham
False,False,79,7,0,12,1,ham
False,False,22,2,0,3,0,ham
False,True,159,8,1,13,3,spam
False,True,95,8,1,7,0,spam
False,False,58,6,0,7,0,ham
False,False,40,1,0,8,1,ham
False,False,297,26,0,45,2,ham
False,False,39,1,0,5,0,ham
False,False,92,8,0,11,0,ham
False,False,158,16,5,13,0,ham
False,False,82,4,0,13,1,ham
False,False,35,2,0,5,0,ham
False,False,66,4,1,13,1,ham
False,False,27,3,0,2,0,ham
False,False,32,0,0,6,0,ham
False,False,85,3,0,15,1,ham
True,True,137,13,3,13,5,spam
False,False,126,7,0,16,0,ham
False,True,147,6,4,20,4,spam
False,False,75,2,0,13,0,ham
False,False,92,1,0,18,0,ham
False,False,27,1,0,5,1,ham
False,False,35,1,0,7,0,ham
False,False,145,14,0,16,2,ham
False,False,113,1,0,19,0,ham
False,False,31,1,0,6,0,ham
False,False,22,0,1,4,0,ham
False,True,150,2,2,19,0,spam
False,False,166,5,0,31,0,ham
False,False,276,19,0,47,4,ham
False,False,171,10,0,31,0,ham
False,False,76,2,0,14,0,ham
False,False,158,5,0,23,1,ham
False,False,22,0,0,5,0,ham
False,False,24,0,0,5,0,ham
False,True,132,3,0,16,0,spam
False,False,44,3,0,6,0,ham
False,False,51,1,0,10,1,ham
False,False,44,2,0,6,0,ham
False,False,47,1,0,9,1,ham
False,True,146,6,5,15,3,spam
False,False,44,2,0,8,0,ham
False,True,134,3,4,16,10,spam
False,False,34,4,0,3,0,ham
